,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREANCES DES ANNÉES PRÉCÉDENTES ( CLIENTS PARTIS  ),,,,CE2,#NAME?,1,1,#NAME?,,1AS,#NAME?,,GS,"153,000.00 DZD",,,3CS,#NAME?,,,CM2,#NAME?,,4AAM,#NAME?,,3AS,0.00 DZD,,GS,#NAME?,,3CS,#NAME?
,,,,CE2,#NAME?,2,2,#NAME?,,3AS,0.00 DZD,,GS,#NAME?,,,autiste ,"311,000.00 DZD",,,CM2,#NAME?,,3AM,#NAME?,,2AS,0.00 DZD,,GS,#NAME?,,2CS,#NAME?
Chiffre d'affaire 2022/2023,"314,463,165.00 DZD",,,CM2,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,2CS,#NAME?,,,CE1,#NAME?,,2AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,1cs,#NAME?
Total remise 2022 2023,"12,134,325.00 DZD",,,CM1,#NAME?,2,2,#NAME?,,1AS,#NAME?,,MS,#NAME?,,,2cs,#NAME?,,,CE1,#NAME?,,4AM,#NAME?,,3AS,#NAME?,,GS,"186,000.00 DZD",,AUTISTE,#NAME?
Entrée à ce jour ,"89 705 400,00 DZD",,,5AP,#NAME?,1,1,#NAME?,,1AS,#NAME?,,GS,"153,000.00 DZD",,,AUTISTE,#NAME?,,,CE1,#NAME?,,3AM,#NAME?,,3AS,#NAME?,,MS,"123,000.00 DZD",,3CS,#NAME?
,,,,CE2,#NAME?,2,2,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,3CS,#NAME?,,,CE1,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,1CS,#NAME?
Primaire 2023,#REF!,670,,5AP,#NAME?,1,1,#NAME?,,1AS,#NAME?,,GS,"139,000.00 DZD",,,2CS,#NAME?,,,CM2,#NAME?,,2AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,AUTISTE,0.00 DZD
College 2023,#REF!,264,,CE1,#NAME?,2,2,#NAME?,,2AS,#NAME?,,MS,"123,000.00 DZD",,,3cs,#NAME?,,,CM1,#NAME?,,4AM,0.00 DZD,,2AS,#NAME?,,MS,#NAME?,,2CS,#NAME?
Lycée 2023,#REF!,136,,CM2,#NAME?,1,1,#NAME?,,1AS,#NAME?,,GS,"109,000.00 DZD",,,3CS,#NAME?,,,CM2,#NAME?,,3AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,3CS,#NAME?
Préscolaire 2023 4-5,#REF!,94,,4AP,#NAME?,2,2,#NAME?,,1AS,#NAME?,,GS,"153,000.00 DZD",,,3CS,#NAME?,,,5AP,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,GS,"143,000.00 DZD",,4CS,#NAME?
Classe spéciale ,#REF!,51,,CP,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,#NAME?,,,2cs,#NAME?,,,CE2,#NAME?,,4AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,3CS,#NAME?
Global 2023,#REF!,1215,,CE2,#NAME?,2,2,#NAME?,,2AS,#NAME?,,GS,"157,500.00 DZD",,,2CS,#NAME?,,,CM1,#NAME?,,3AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,2cs,#NAME?
primaire 2022,#REF!,616,,4AP,#NAME?,1,1,#NAME?,,3AS,#NAME?,,GS,#NAME?,,,AUTISTE,#NAME?,,,CE1,#NAME?,,4AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,2CS,#NAME?
college 2022,#REF!,239,,CM2,#NAME?,2,2,#NAME?,,3AS,#NAME?,,GS,#NAME?,,,4cs,#NAME?,,,4AP,#NAME?,,4AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,AUTISTE,#NAME?
lycee 2022,#REF!,116,,CE2,#NAME?,1,1,#NAME?,,2AS,#NAME?,,MS,#NAME?,,,4cs,#NAME?,,,CE1,#NAME?,,2AM,#NAME?,,2AS,#NAME?,,MS,"109,000.00 DZD",,4cs,#NAME?
prescolaire 2022,#REF!,94,,CM1,#NAME?,2,2,#NAME?,,1AS,#NAME?,,MS,#NAME?,,,3CS,#NAME?,,,CP,#NAME?,,3AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,4cs,#NAME?
classe special 2022,#REF!,50,,CM2,#NAME?,1,1,#NAME?,,3AS,#NAME?,,GS,"153,000.00 DZD",,,4cs,#NAME?,,,CM1,#NAME?,,1AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,AUTISTE,0.00 DZD
Global 2022,#REF!,1115,,CE1,#NAME?,2,2,"291,000.00 DZD",,2AS,#NAME?,,GS,#NAME?,,,2cs,#NAME?,,,3AP,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,3CS,#NAME?
,,,,CM1,#NAME?,1,1,#NAME?,,3AS,#NAME?,,GS,#NAME?,,,AUTISTE,#NAME?,,,3AP,#NAME?,,3AM,#NAME?,,2AS,#NAME?,,MS,"123,000.00 DZD",,4CS,#NAME?
,,,,CE2,#NAME?,2,2,#NAME?,,2AS,#NAME?,,GS,#NAME?,,,2CS,#NAME?,,,CE1,#NAME?,,3AM,0.00 DZD,,1AS,#NAME?,,GS,#NAME?,,AUTISTE,#NAME?
,,,,CM1,#NAME?,1,1,#NAME?,,1AS,#NAME?,,GS,#NAME?,,,AUTISTE,#NAME?,,,3AP,#NAME?,,2AM,#NAME?,,2AS,#NAME?,,GS,"143,000.00 DZD",,3CS,#NAME?
Écart 2023 -  2022,,,,CM2,#NAME?,2,2,#NAME?,,2AS,#NAME?,,GS,#NAME?,,,AUTISTE,"268,000.00 DZD",,,CM1,#NAME?,,1AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,1CS,#NAME?
Primaire ,#VALUE!,54,,CE2,#NAME?,1,1,#NAME?,,1AS,#NAME?,,GS,#NAME?,,,2CS,#NAME?,,,5AP,#NAME?,,3AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,AUTISTE,#NAME?
College ,#VALUE!,25,,CP,#NAME?,2,2,#NAME?,,3AS,#NAME?,,GS,"153,000.00 DZD",,,3cs,"228,000.00 DZD",,,CE1,#NAME?,,3AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,1CS,#NAME?
Lycee,#VALUE!,20,,CM1,#NAME?,1,1,#NAME?,,1AS,#NAME?,,MS,"123,000.00 DZD",,,3cs,#NAME?,,,CM2,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,AUTISTE,#NAME?
Préscolaire ,#VALUE!,0,,1AP,#NAME?,2,2,#NAME?,,3AS,#NAME?,,GS,#NAME?,,,1CS,#NAME?,,,CE2,#NAME?,,4AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,4CS,#NAME?
Classe spéciale ,#VALUE!,1,,4AP,#NAME?,1,1,0.00 DZD,,1AS,#NAME?,,GS,"123,000.00 DZD",,,2cs,#NAME?,,,CM1,#NAME?,,2AM,0.00 DZD,,1AS,#NAME?,,GS,#NAME?,,AUTISTE,"268,000.00 DZD"
Écart global ,#REF!,100,,CM1,#NAME?,2,2,#NAME?,,1AS,#NAME?,,GS,"143,000.00 DZD",,,1CS,#NAME?,,,CP,#NAME?,,2AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,2CS,#NAME?
,,,,CM2,"283,000.00 DZD",1,1,#NAME?,,1AS,#NAME?,,GS,"143,000.00 DZD",,,4cs,"298,000.00 DZD",,,CE2,#NAME?,,1AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,2cs,"213,000.00 DZD"
,,,,CE1,#NAME?,2,2,#NAME?,,2AS,#NAME?,,GS,"143,000.00 DZD",,,1cs,"188,400.00 DZD",,,CE1,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,2CS,#NAME?
,,,,CM1,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"143,000.00 DZD",,,3CS,"170,500.00 DZD",,,CE2,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,1CS,#NAME?
,,,,CE2,#NAME?,2,2,#NAME?,,1AS,#NAME?,,GS,"153,000.00 DZD",,,2cs,"228,000.00 DZD",,,CE2,#NAME?,,4AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,1CS,#NAME?
,,,,CE2,"247,998.00 DZD",1,1,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,1cs,"223,000.00 DZD",,,CM1,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,1CS,#NAME?
,,,,CE1,#NAME?,2,2,#NAME?,,3AS,#NAME?,,MS,"123,000.00 DZD",,,2cs,"228,000.00 DZD",,,CE1,#NAME?,,4AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,3cs,"213,000.00 DZD"
,,,,CE1,#NAME?,1,1,#NAME?,,1AS,#NAME?,,MS,"168,000.00 DZD",,,2cs,"243,000.00 DZD",,,CE2,#NAME?,,4AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,3cs,"243,000.00 DZD"
,,,,CM1,#NAME?,2,2,#NAME?,,3AS,#NAME?,,GS,"196,000.00 DZD",,,4cs,"208,000.00 DZD",,,CM2,#NAME?,,2AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,3cs,"288,000.00 DZD"
,,,,CE1,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,autiste ,"268,000.00 DZD",,,CM2,#NAME?,,2AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,1cs,"188,400.00 DZD"
,,,,CE1,#NAME?,2,2,#NAME?,,1AS,#NAME?,,GS,"153,000.00 DZD",,,2cs,"266,000.00 DZD",,,3AP,#NAME?,,4AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,3CS,"165,500.00 DZD"
,,,,CE1,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"198,000.00 DZD",,,3cs,"228,000.00 DZD",,,CM2,0.00 DZD,,2AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,,#REF!
,,,,CM2,#NAME?,2,2,#NAME?,,3AS,#NAME?,,GS,"153,000.00 DZD",,,,#REF!,,,CE2,#NAME?,,3AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,,
,,,,5AP,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"188,000.00 DZD",,,,,,,CM1,#NAME?,,1AM,#NAME?,,1AS,#NAME?,,MS,#NAME?,,,
,,,,4AP,#NAME?,2,2,#NAME?,,1AS,#NAME?,,MS,"123,000.00 DZD",,,,,,,CP,#NAME?,,1AM,#NAME?,,1AS,#NAME?,,MS,#NAME?,,,
,,,,CE1,"238,000.00 DZD",1,1,"318,000.00 DZD",,1AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CE2,#NAME?,,1AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,,
,,,,CE1,"230,000.00 DZD",2,2,#NAME?,,3AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CM2,#NAME?,,3AM,#NAME?,,2AS,#NAME?,,MS,#NAME?,,,
,,,,5AP,"248,000.00 DZD",1,1,#NAME?,,1AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CE1,#NAME?,,4AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,,
,,,,CE1,"253,000.00 DZD",2,2,#NAME?,,1AS,#NAME?,,MS,"123,000.00 DZD",,,,,,,CE2,#NAME?,,3AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,,
,,,,CM2,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"188,000.00 DZD",,,,,,,CP,#NAME?,,1AAM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,,
,,,,CE2,#NAME?,2,2,#NAME?,,3AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CM2,#NAME?,,1AM,#NAME?,,2AS,#NAME?,,MS,#NAME?,,,
,,,,CE2,#NAME?,1,1,#NAME?,,1AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CP,#NAME?,,2AM,#NAME?,,2AS,0.00 DZD,,GS,#NAME?,,,
,,,,CE2,#NAME?,2,2,#NAME?,,1AS,#NAME?,,MS,"123,000.00 DZD",,,,,,,CE2,#NAME?,,4AM,#NAME?,,2AS,#NAME?,,GS,#NAME?,,,
,,,,CP,"212,998.00 DZD",1,1,#NAME?,,3AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CP,#NAME?,,2AM,#NAME?,,3AS,#NAME?,,GS,#NAME?,,,
,,,,CM2,#NAME?,2,2,#NAME?,,2AS,#NAME?,,MS,"95,000.00 DZD",,,,,,,CP,#NAME?,,3AM,#NAME?,,3AS,#NAME?,,MS,#NAME?,,,
,,,,5AP,#NAME?,1,1,"341,000.00 DZD",,1AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CP,#NAME?,,2AM,#NAME?,,1AS,#NAME?,,GS,#NAME?,,,
,,,,CE1,#NAME?,2,2,#NAME?,,3AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CM1,#NAME?,,3AM,#NAME?,,2AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,4AP,#NAME?,1,1,#NAME?,,1AS,#NAME?,,MS,"123,000.00 DZD",,,,,,,4AP,#NAME?,,1AM,#NAME?,,2AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CP,"227,996.00 DZD",2,2,#NAME?,,2AS,#NAME?,,GS,"198,000.00 DZD",,,,,,,CE2,#NAME?,,1AM,#NAME?,,1AS,#NAME?,,GS,"178,000.00 DZD",,,
,,,,CE1,#NAME?,1,1,#NAME?,,3AS,#NAME?,,GS,"188,000.00 DZD",,,,,,,CE2,#NAME?,,3AM,#NAME?,,2AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CE2,#NAME?,2,2,#NAME?,,3AS,#NAME?,,GS,"198,000.00 DZD",,,,,,,CP,#NAME?,,3AM,0.00 DZD,,1AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CM2,#NAME?,1,1,0.00 DZD,,3AS,#NAME?,,MS,0.00 DZD,,,,,,,CP,#NAME?,,1AM,0.00 DZD,,2AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CM1,#NAME?,2,2,0.00 DZD,,1AS,#NAME?,,MS,"123,000.00 DZD",,,,,,,5AP,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,MS,"123,000.00 DZD",,,
,,,,CM1,#NAME?,1,1,#NAME?,,3AS,0.00 DZD,,MS,"123,000.00 DZD",,,,,,,4AP,#NAME?,,3AM,#NAME?,,2AS,"323,000.00 DZD",,GS,"143,000.00 DZD",,,
,,,,CM1,#NAME?,2,2,#NAME?,,1AS,#NAME?,,MS,"123,000.00 DZD",,,,,,,CP,#NAME?,,3AM,#NAME?,,2AS,#NAME?,,GS,"188,000.00 DZD",,,
,,,,CE2,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CM1,#NAME?,,1AM,#NAME?,,2AS,0.00 DZD,,GS,"143,000.00 DZD",,,
,,,,CM2,#NAME?,2,2,"341,000.00 DZD",,3AS,#NAME?,,GS,"14,000.00 DZD",,,,,,,CE1,#NAME?,,4AM,#NAME?,,1AS,#NAME?,,MS,"123,000.00 DZD",,,
,,,,4AP,#NAME?,1,1,#NAME?,,3AS,#NAME?,,MS,"123,000.00 DZD",,,,,,,CE2,#NAME?,,3AM,#NAME?,,2AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CE2,#NAME?,2,2,0.00 DZD,,1AS,#NAME?,,MS,"123,000.00 DZD",,,,,,,5AP,#NAME?,,3AM,0.00 DZD,,2AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,3AP,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CE1,#NAME?,,4AM,#NAME?,,3AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CP,#NAME?,2,2,#NAME?,,1AS,#NAME?,,MS,"161,000.00 DZD",,,,,,,3AP,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,GS,"130,500.00 DZD",,,
,,,,CM2,#NAME?,1,1,#NAME?,,1AS,#NAME?,,MS,"123,000.00 DZD",,,,,,,CM1,#NAME?,,2AM,#NAME?,,3AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CP,#NAME?,2,2,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CP,#NAME?,,3AM,#NAME?,,3AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CM1,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CM2,#NAME?,,3AM,#NAME?,,1AS,#NAME?,,MS,"112,500.00 DZD",,,
,,,,CM1,#NAME?,2,2,#NAME?,,1AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CE1,#NAME?,,1AM,#NAME?,,1AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CE2,#NAME?,1,1,#NAME?,,1AS,#NAME?,,MS,0.00 DZD,,,,,,,CM1,#NAME?,,3AM,#NAME?,,1AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CP,#NAME?,2,2,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CM2,#NAME?,,4AM,#NAME?,,3AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CM1,#NAME?,1,1,#NAME?,,1AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,5AP,#NAME?,,3AM,#NAME?,,3AS,#NAME?,,GS,"30,500.00 DZD",,,
,,,,CM1,#NAME?,2,2,#NAME?,,3AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,4AP,#NAME?,,1AM,#NAME?,,2AS,#NAME?,,GS,"188,000.00 DZD",,,
,,,,CM2,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CP,#NAME?,,1AM,#NAME?,,1AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CE1,#NAME?,2,2,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,3AP,#NAME?,,1AM,#NAME?,,2AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CM1,#NAME?,1,1,#NAME?,,1AS,"323,000.00 DZD",,GS,"153,000.00 DZD",,,,,,,CM2,#NAME?,,2AM,#NAME?,,1AS,#NAME?,,GS,"186,000.00 DZD",,,
,,,,CE2,#NAME?,2,2,#NAME?,,1AS,"323,000.00 DZD",,GS,"153,000.00 DZD",,,,,,,CP,#NAME?,,1AM,#NAME?,,3AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CP,#NAME?,1,1,#NAME?,,2AS,#NAME?,,GS,"153,000.00 DZD",,,,,,,CE2,#NAME?,,2AM,#NAME?,,3AS,#NAME?,,GS,"178,000.00 DZD",,,
,,,,CM2,#NAME?,2,2,#NAME?,,2AS,#NAME?,,MS,"323,000.00 DZD",,,,,,,CE1,#NAME?,,4AM,#NAME?,,1AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,CE2,#NAME?,1,1,#NAME?,,2AS,#NAME?,,,#REF!,,,,,,,CM1,#NAME?,,4AM,#NAME?,,1AS,#NAME?,,GS,"143,000.00 DZD",,,
,,,,3AP,#NAME?,2,2,#NAME?,,3AS,#NAME?,,,,,,,,,,CP,0.00 DZD,,4AM,#NAME?,,1AS,#NAME?,,,#REF!,,,
,,,,4AP,#NAME?,1,1,#NAME?,,2AS,#NAME?,,,,,,,,,,CE2,#NAME?,,1AM,#NAME?,,1AS,#NAME?,,,,,,
,,,,CE1,#NAME?,2,2,#NAME?,,2AS,#NAME?,,,,,,,,,,CE2,#NAME?,,3AM,#NAME?,,2AS,"323,000.00 DZD",,,,,,
,,,,CE2,#NAME?,1,1,#NAME?,,2AS,#NAME?,,,,,,,,,,CE2,#NAME?,,4AM,#NAME?,,1AS,"368,000.00 DZD",,,,,,
,,,,CP,#NAME?,2,2,#NAME?,,2AS,#NAME?,,,,,,,,,,CE1,#NAME?,,3AM,#NAME?,,1AS,"358,000.00 DZD",,,,,,
,,,,CM2,#NAME?,1,1,#NAME?,,2AS,#NAME?,,,,,,,,,,CM1,#NAME?,,2AM,#NAME?,,2AS,"366,000.00 DZD",,,,,,
,,,,CP,"212,996.00 DZD",2,2,"341,000.00 DZD",,2AS,#NAME?,,,,,,,,,,CM2,#NAME?,,3AM,#NAME?,,1AS,"323,000.00 DZD",,,,,,
,,,,5AP,#NAME?,1,1,"361,000.00 DZD",,2AS,#NAME?,,,,,,,,,,3AP,#NAME?,,3AM,#NAME?,,1AS,"368,000.00 DZD",,,,,,
,,,,CM2,#NAME?,2,2,#NAME?,,3AS,#NAME?,,,,,,,,,,5AP,#NAME?,,4AM,#NAME?,,1AS,"361,000.00 DZD",,,,,,
,,,,CE1,#NAME?,1,1,#NAME?,,3AS,#NAME?,,,,,,,,,,CE2,#NAME?,,1AM,#NAME?,,1AS,"323,000.00 DZD",,,,,,
,,,,CE2,#NAME?,2,2,0.00 DZD,,2AS,#NAME?,,,,,,,,,,CE1,#NAME?,,2AM,0.00 DZD,,1AS,"323,000.00 DZD",,,,,,
,,,,5AP,#NAME?,1,1,#NAME?,,2AS,#NAME?,,,,,,,,,,4AP,#NAME?,,3AM,#NAME?,,2AS,#NAME?,,,,,,
,,,,CE2,#NAME?,2,2,#NAME?,,3AS,#NAME?,,,,,,,,,,5AP,#NAME?,,2AM,#NAME?,,2AS,#NAME?,,,,,,
,,,,CP,#NAME?,1,1,#NAME?,,2AS,#NAME?,,,,,,,,,,2AP,#NAME?,,4AM,#NAME?,,3AS,#NAME?,,,,,,
,,,,CE2,#NAME?,2,2,#NAME?,,2AS,"368,000.00 DZD",,,,,,,,,,CM1,#NAME?,,2AM,#NAME?,,3AS,#NAME?,,,,,,
,,,,5AP,#NAME?,1,1,"341,000.00 DZD",,1AS,"323,000.00 DZD",,,,,,,,,,CE2,#NAME?,,3AM,#NAME?,,3AS,"353,000.00 DZD",,,,,,
,,,,3AP,#NAME?,2,2,#NAME?,,1AS,"361,000.00 DZD",,,,,,,,,,CE2,#NAME?,,4AM,#NAME?,,2AS,"368,000.00 DZD",,,,,,
,,,,CM1,#NAME?,1,1,#NAME?,,3AS,#NAME?,,,,,,,,,,CM2,#NAME?,,3AM,#NAME?,,1AS,"323,000.00 DZD",,,,,,
,,,,CP,#NAME?,2,2,#NAME?,,1AS,"323,000.00 DZD",,,,,,,,,,CE1,#NAME?,,4AM,#NAME?,,1AS,"323,000.00 DZD",,,,,,
,,,,CE1,#NAME?,1,1,#NAME?,,1AS,"323,000.00 DZD",,,,,,,,,,CE2,#NAME?,,1AM,#NAME?,,2AS,"366,000.00 DZD",,,,,,
,,,,CP,#NAME?,2,2,#NAME?,,1AS,"323,000.00 DZD",,,,,,,,,,CE2,#NAME?,,1AM,#NAME?,,1AS,"170,500.00 DZD",,,,,,
,,,,CM2,#NAME?,1,1,#NAME?,,3AS,#NAME?,,,,,,,,,,CE2,#NAME?,,2AM,#NAME?,,,#REF!,,,,,,
,,,,CP,#NAME?,2,2,#NAME?,,1AS,"361,000.00 DZD",,,,,,,,,,CM1,#NAME?,,3AM,"348,000.00 DZD",,,,,,,,,
,,,,3AP,#NAME?,1,1,#NAME?,,3AS,#NAME?,,,,,,,,,,CE1,#NAME?,,3AM,#NAME?,,,,,,,,,
,,,,CE1,#NAME?,2,2,#NAME?,,1AS,"323,000.00 DZD",,,,,,,,,,CM2,#NAME?,,2AM,#NAME?,,,,,,,,,
,,,,CM2,#NAME?,1,1,#NAME?,,2AS,0.00 DZD,,,,,,,,,,CP,#NAME?,,2AM,#NAME?,,,,,,,,,
,,,,CM2,#NAME?,2,2,#NAME?,,1AS,"323,000.00 DZD",,,,,,,,,,CE2,#NAME?,,4AM,#NAME?,,,,,,,,,
,,,,CE1,#NAME?,1,1,#NAME?,,1AS,"368,000.00 DZD",,,,,,,,,,CE1,#NAME?,,1AM,#NAME?,,,,,,,,,
